In-flight Analysis - Untitled at 95% Throttle
Sea Level, 29.92inHg, 59°F

Motor: SunnySky x2820 920kV; 920rpm/V; 0.028A no-load; 0.028 Ohms.
Battery: Turnigy 9000mAH 3S; 3 cells; 9000mAh @ 3.7V; 0.004 Ohms/cell.
Speed Control: Castel Creations PHoenix 60; 0.0012 Ohms; High rate.
Drive System: 13x8; 13x9 (Pconst=1.31; Tconst=0.95) direct drive.
Airframe: Great Planes Spectra; 1sq.in; Cd=0.072; Cl=0.33; Clopt=0.32; Clmax=1.07.

AirSpd   Drag   Lift  Batt Motor Motor  Input   Loss MGbOut MotGb Shaft   Prop Thrust  PSpd  Prop Total   Time
 (mph)   (oz)   (oz)  Amps  Amps Volts    (W)    (W)    (W) Ef(%) Ef(%)    RPM   (oz) (mph) Ef(%) Ef(%)  (m:s)

   0.0    0.0    0.0  48.7  51.3   9.9  506.4  141.1  365.2  72.1  67.5   6552   69.8  55.8   0.0   0.0  11:05
   1.0    0.0    0.0  48.7  51.3   9.9  506.4  141.1  365.2  72.1  67.5   6552   69.2  54.8   2.3   1.6  11:05
   2.0    0.0    0.0  48.7  51.3   9.9  506.4  141.1  365.2  72.1  67.5   6552   68.5  53.8   4.7   3.1  11:05
   3.0    0.0    0.0  48.8  51.3   9.9  506.4  141.2  365.2  72.1  67.5   6550   67.9  52.8   6.9   4.7  11:05
   4.0    0.0    0.0  48.8  51.3   9.9  506.5  141.4  365.1  72.1  67.5   6548   67.3  51.8   9.1   6.2  11:04
   5.0    0.0    0.0  48.8  51.3   9.9  506.6  141.6  365.0  72.1  67.4   6544   66.7  50.8  11.3   7.6  11:04
   6.0    0.0    0.0  48.8  51.4   9.9  506.8  141.8  364.9  72.0  67.4   6540   66.1  49.7  13.5   9.1  11:04
   7.0    0.0    0.0  48.8  51.4   9.9  506.9  142.1  364.8  72.0  67.3   6536   65.5  48.7  15.6  10.5  11:04
   8.0    0.0    0.0  48.8  51.4   9.9  507.1  142.4  364.7  71.9  67.3   6532   64.9  47.7  17.6  11.9  11:04
   9.0    0.0    0.0  48.8  51.4   9.9  507.2  142.7  364.5  71.9  67.2   6527   64.3  46.6  19.7  13.2  11:03
