Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (ozf·in),Thrust (ozf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (ozf/W),Overall Efficiency (ozf/W),Vibration (g),App message
19.79255499999225,1609,,,,0.015625,0.326171875,-1.056640625,36.23879914001884,45.31707519292358,12.705143928527832,17.820871353149414,5906,0,226.41673547354185,158.27572225296512,69.90460396928592,0.2863172857331543,0.20014896468737026,1.0234375,
19.81879999999702,1610,,,,0.111328125,-0.12109375,-0.96484375,36.34664141728375,45.40680319372486,12.701000213623047,18.27514648,5910,0,232.11263940203935,158.84172234214452,68.43303438853961,0.2858619418386736,0.1956240009622066,1.009765625,
19.84287000000477,1611,,,,-0.048828125,-0.171875,-1.181640625,36.58018000258698,45.577274925967245,12.721500396728516,17.73376465,5928,0,225.60009401058778,160.35794824830433,71.0806212,0.28422211324002267,0.202026844,1.00390625,
19.86756999999285,1612,,,,-0.44921875,-0.02734375,-0.8984375,36.84307043372393,45.65473079713187,12.714499473571777,17.68859863,5927,0,224.901678,161.48352461060472,71.80183182,0.28272067325271705,0.20299862234061733,1.001953125,
19.895644999995827,1613,,,,-0.125,-0.21875,-1.046875,36.63438542913476,45.80237866,12.692999839782715,18.11401367,5925,0,229.92117263493128,160.50901081022556,69.81045241321976,0.2853570552263859,0.19920905124658136,1.0078125,
19.918574999988078,1614,,,,-1.0625,-0.158203125,-0.94140625,36.646792469659474,45.87761713913078,12.732889175415039,17.37413215637207,5946,0,221.22289926610028,161.12604962731103,72.83425457,0.28473122282366486,0.20738186368286587,1.015625,
19.947130000010134,1615,,,,0.5625,-0.134765625,-0.853515625,36.94624823973996,45.98133766157383,12.722285270690918,17.434431076049805,5953,0,221.80580568170444,162.63306115787412,73.32227425609213,0.2827305674148136,0.2073044820456951,1.0234375,
19.97259999999404,1615,,,,-0.287109375,0.26171875,-1.03125,37.204254358510966,46.13475839749864,12.694799423217773,18.15087891,5965,0,230.42176706995815,164.09949250548414,71.21700983035254,0.28113894621555174,0.200218751,1.029296875,
19.996709999993442,1616,,,,0.423828125,0.27734375,-0.986328125,37.27394081630114,46.36777593686113,12.71150016784668,18.44116211,5963,0,234.41483524860814,164.35437526485407,70.11261684464142,0.2821207276176269,0.1978022247938612,1.033203125,
20.018435000002384,1617,,,,0.173828125,0.1171875,-1.044921875,37.269863034268504,46.52700777466995,12.699429512023926,17.92550277709961,5975,0,227.64365898536562,164.67548605909846,72.33914917422973,0.28253754634719835,0.2043852571253083,1.033203125,
